name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member,parent_key
hubert,2,0,45,uuid:cb3096a9-ad7b-437b-b8b9-432e12bb4dcb
irving,3,0,20,uuid:cb3096a9-ad7b-437b-b8b9-432e12bb4dcb
jeremy,3,0,16,uuid:cb3096a9-ad7b-437b-b8b9-432e12bb4dcb
kennith,3,0,11,uuid:cb3096a9-ad7b-437b-b8b9-432e12bb4dcb
lisanne,1,1,40,uuid:cb3096a9-ad7b-437b-b8b9-432e12bb4dcb
zavanna,3,1,18,uuid:cb3096a9-ad7b-437b-b8b9-432e12bb4dcb
kylie,3,1,11,uuid:cb3096a9-ad7b-437b-b8b9-432e12bb4dcb
ginger,3,1,1,uuid:cb3096a9-ad7b-437b-b8b9-432e12bb4dcb
neal,3,0,16,uuid:cc81075c-b479-4f27-9b38-58430ee1829f
pace,3,0,7,uuid:cc81075c-b479-4f27-9b38-58430ee1829f
anastacia,1,1,43,uuid:cc81075c-b479-4f27-9b38-58430ee1829f
mckayla,3,1,11,uuid:cc81075c-b479-4f27-9b38-58430ee1829f
viola,3,1,3,uuid:cc81075c-b479-4f27-9b38-58430ee1829f
terance,1,0,75,uuid:ccf9fbf4-7114-4856-b3b8-38a915548326
uriah,5,0,10,uuid:ccf9fbf4-7114-4856-b3b8-38a915548326
warwick,5,0,5,uuid:ccf9fbf4-7114-4856-b3b8-38a915548326
essence,2,1,71,uuid:ccf9fbf4-7114-4856-b3b8-38a915548326
lakeshia,3,1,35,uuid:ccf9fbf4-7114-4856-b3b8-38a915548326
petronel,5,1,10,uuid:ccf9fbf4-7114-4856-b3b8-38a915548326
imogene,5,1,3,uuid:ccf9fbf4-7114-4856-b3b8-38a915548326
chauncey,5,0,8,uuid:cd384833-b922-436f-afe5-6bf608a97937
clinton,5,0,2,uuid:cd384833-b922-436f-afe5-6bf608a97937
janeka,1,1,76,uuid:cd384833-b922-436f-afe5-6bf608a97937
kalysta,3,1,33,uuid:cd384833-b922-436f-afe5-6bf608a97937
rosalie,5,1,6,uuid:cd384833-b922-436f-afe5-6bf608a97937
hiram,5,0,1,uuid:cddb1e3f-4cce-4368-abc1-94798372b19e
racquel,1,1,64,uuid:cddb1e3f-4cce-4368-abc1-94798372b19e
roslyn,3,1,33,uuid:cddb1e3f-4cce-4368-abc1-94798372b19e
keighley,3,1,30,uuid:cddb1e3f-4cce-4368-abc1-94798372b19e
claudia,5,1,4,uuid:cddb1e3f-4cce-4368-abc1-94798372b19e
buck,1,0,76,uuid:cf921268-2b1d-41cf-8034-8346b541019d
donat,5,0,8,uuid:cf921268-2b1d-41cf-8034-8346b541019d
theodora,3,1,32,uuid:cf921268-2b1d-41cf-8034-8346b541019d
constance,5,1,4,uuid:cf921268-2b1d-41cf-8034-8346b541019d
bonita,5,1,2,uuid:cf921268-2b1d-41cf-8034-8346b541019d
sipho,3,0,21,uuid:cffeb549-4801-444e-ada6-17c71f091901
alyssia,1,1,52,uuid:cffeb549-4801-444e-ada6-17c71f091901
cammie,3,1,23,uuid:cffeb549-4801-444e-ada6-17c71f091901
sherrie,5,1,4,uuid:cffeb549-4801-444e-ada6-17c71f091901
catharine,5,1,1,uuid:cffeb549-4801-444e-ada6-17c71f091901
stewart,3,0,7,uuid:d0294a6a-d7d6-4090-bdc7-1921f1903f71
maryann,1,1,28,uuid:d0294a6a-d7d6-4090-bdc7-1921f1903f71
muriel,3,1,3,uuid:d0294a6a-d7d6-4090-bdc7-1921f1903f71
terach,3,0,14,uuid:d0456b2d-44d3-4d4b-a957-8ab90fbe403a
tristram,3,0,6,uuid:d0456b2d-44d3-4d4b-a957-8ab90fbe403a
vere,3,0,2,uuid:d0456b2d-44d3-4d4b-a957-8ab90fbe403a
hollie,1,1,40,uuid:d0456b2d-44d3-4d4b-a957-8ab90fbe403a
lilac,3,1,10,uuid:d0456b2d-44d3-4d4b-a957-8ab90fbe403a
gall,1,0,41,uuid:d23af704-973c-41a0-8b95-3a73a70740b5
isiah,3,0,13,uuid:d23af704-973c-41a0-8b95-3a73a70740b5
jair,3,0,10,uuid:d23af704-973c-41a0-8b95-3a73a70740b5
joab,3,0,2,uuid:d23af704-973c-41a0-8b95-3a73a70740b5
sadie,2,1,36,uuid:d23af704-973c-41a0-8b95-3a73a70740b5
marly,1,0,63,uuid:d2c674e8-5b67-4fc2-aab8-08c082d0667e
mathew,3,0,29,uuid:d2c674e8-5b67-4fc2-aab8-08c082d0667e
royal,3,0,21,uuid:d2c674e8-5b67-4fc2-aab8-08c082d0667e
wilson,4,0,2,uuid:d2c674e8-5b67-4fc2-aab8-08c082d0667e
tendai,2,1,59,uuid:d2c674e8-5b67-4fc2-aab8-08c082d0667e
beatrix,3,1,14,uuid:d2c674e8-5b67-4fc2-aab8-08c082d0667e
zacharias,5,0,5,uuid:d41aa878-3a49-4e87-b4a2-11bf095c9eed
cherish,1,1,58,uuid:d41aa878-3a49-4e87-b4a2-11bf095c9eed
_lodie,3,1,22,uuid:d41aa878-3a49-4e87-b4a2-11bf095c9eed
faye,5,1,11,uuid:d41aa878-3a49-4e87-b4a2-11bf095c9eed
sapphire,5,1,2,uuid:d41aa878-3a49-4e87-b4a2-11bf095c9eed
zacharie,1,0,66,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
zebulun,3,0,20,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
ambrose,5,0,6,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
cathy,2,1,58,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
diann,3,1,25,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
vienne,3,1,23,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
lawanda,3,1,15,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
crystal,3,1,8,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
cynthia,5,1,2,uuid:d4447bb5-306f-4184-a04d-662a6fdb6c52
florentin,3,0,16,uuid:d624e807-df82-46dd-bc6f-8bac3266b128
tamera,1,1,46,uuid:d624e807-df82-46dd-bc6f-8bac3266b128
janie,3,1,22,uuid:d624e807-df82-46dd-bc6f-8bac3266b128
sybil,3,1,11,uuid:d624e807-df82-46dd-bc6f-8bac3266b128
seraphina,3,1,3,uuid:d624e807-df82-46dd-bc6f-8bac3266b128
ken (1),1,0,34,uuid:d699ca02-7a0a-4b0e-88ba-72a404a6a8c3
monica,2,1,29,uuid:d699ca02-7a0a-4b0e-88ba-72a404a6a8c3
philippina,3,1,9,uuid:d699ca02-7a0a-4b0e-88ba-72a404a6a8c3
terra,3,1,7,uuid:d699ca02-7a0a-4b0e-88ba-72a404a6a8c3
quanna,3,1,2,uuid:d699ca02-7a0a-4b0e-88ba-72a404a6a8c3
michael,3,0,9,uuid:d6db421c-c3e7-44d5-a896-cfc8a8a158d2
jayde,1,1,30,uuid:d6db421c-c3e7-44d5-a896-cfc8a8a158d2
bessie,3,1,17,uuid:d6db421c-c3e7-44d5-a896-cfc8a8a158d2
justine,3,1,15,uuid:d6db421c-c3e7-44d5-a896-cfc8a8a158d2
breanna,3,1,13,uuid:d6db421c-c3e7-44d5-a896-cfc8a8a158d2
dodie,3,1,5,uuid:d6db421c-c3e7-44d5-a896-cfc8a8a158d2
shantelle,3,1,3,uuid:d6db421c-c3e7-44d5-a896-cfc8a8a158d2
yejide,3,1,1,uuid:d6db421c-c3e7-44d5-a896-cfc8a8a158d2
nahum,3,0,10,uuid:d7cc132e-07aa-4bc8-8cb1-9be3004db75d
allyson,7,1,64,uuid:d7cc132e-07aa-4bc8-8cb1-9be3004db75d
caitlyn,1,1,35,uuid:d7cc132e-07aa-4bc8-8cb1-9be3004db75d
regana,3,1,6,uuid:d7cc132e-07aa-4bc8-8cb1-9be3004db75d
regina,3,1,6,uuid:d7cc132e-07aa-4bc8-8cb1-9be3004db75d
kayleen,3,1,0,uuid:d7cc132e-07aa-4bc8-8cb1-9be3004db75d
niles,3,0,3,uuid:d8aade70-6ecb-49a5-8304-a5813be47918
tahnee,1,1,28,uuid:d8aade70-6ecb-49a5-8304-a5813be47918
gord,1,0,40,uuid:da73bfc5-c49a-4159-b9fd-55b574b20502
sue,2,1,26,uuid:da73bfc5-c49a-4159-b9fd-55b574b20502
merilyn,3,1,7,uuid:da73bfc5-c49a-4159-b9fd-55b574b20502
audrea,3,1,1,uuid:da73bfc5-c49a-4159-b9fd-55b574b20502
hercule,3,0,6,uuid:da74702d-1aef-460c-8a10-b65af8ddaaa6
homer,3,0,3,uuid:da74702d-1aef-460c-8a10-b65af8ddaaa6
geena,1,1,36,uuid:da74702d-1aef-460c-8a10-b65af8ddaaa6
yashmine,3,1,13,uuid:da74702d-1aef-460c-8a10-b65af8ddaaa6
helah,3,1,15,uuid:da74702d-1aef-460c-8a10-b65af8ddaaa6
alf,5,0,2,uuid:dba2c006-59f7-4170-8d1d-3272d1743cd8
aaliyah,1,1,51,uuid:dba2c006-59f7-4170-8d1d-3272d1743cd8
jessica,3,1,27,uuid:dba2c006-59f7-4170-8d1d-3272d1743cd8
joanne,3,1,18,uuid:dba2c006-59f7-4170-8d1d-3272d1743cd8
nikki,3,1,13,uuid:dba2c006-59f7-4170-8d1d-3272d1743cd8
kendal,1,0,79,uuid:dc95faad-d777-4c61-8a83-9008cded853f
kodey,3,0,16,uuid:dc95faad-d777-4c61-8a83-9008cded853f
leopold,3,0,10,uuid:dc95faad-d777-4c61-8a83-9008cded853f
odelia,2,1,42,uuid:dc95faad-d777-4c61-8a83-9008cded853f
jeannette,3,1,13,uuid:dc95faad-d777-4c61-8a83-9008cded853f
jetta,3,1,3,uuid:dc95faad-d777-4c61-8a83-9008cded853f
omega,3,0,3,uuid:dca9dd5b-ca58-4872-bb86-1c4bc48da1f9
tracee,1,1,34,uuid:dca9dd5b-ca58-4872-bb86-1c4bc48da1f9
sefu,3,0,3,uuid:dda8ffe2-7872-48df-b629-abd927105166
natille,1,1,31,uuid:dda8ffe2-7872-48df-b629-abd927105166
britney,3,1,9,uuid:dda8ffe2-7872-48df-b629-abd927105166
dayna,3,1,6,uuid:dda8ffe2-7872-48df-b629-abd927105166
abe,1,0,46,uuid:ddc5ef70-0034-4d9a-a402-b71c701ce486
anthony,3,0,14,uuid:ddc5ef70-0034-4d9a-a402-b71c701ce486
astor,3,0,10,uuid:ddc5ef70-0034-4d9a-a402-b71c701ce486
jeanie,2,1,42,uuid:ddc5ef70-0034-4d9a-a402-b71c701ce486
nadine,3,1,2,uuid:ddc5ef70-0034-4d9a-a402-b71c701ce486
diodore,3,0,13,uuid:de638ea8-e0df-4bcc-9241-f1ab27cd6f38
ekwueme,3,0,9,uuid:de638ea8-e0df-4bcc-9241-f1ab27cd6f38
annette,1,1,33,uuid:de638ea8-e0df-4bcc-9241-f1ab27cd6f38
berthe,3,1,11,uuid:de638ea8-e0df-4bcc-9241-f1ab27cd6f38
juniper,3,1,7,uuid:de638ea8-e0df-4bcc-9241-f1ab27cd6f38
page,3,1,5,uuid:de638ea8-e0df-4bcc-9241-f1ab27cd6f38
philis,3,1,0,uuid:de638ea8-e0df-4bcc-9241-f1ab27cd6f38
jed,3,0,9,uuid:e071e1ab-909c-4e7e-b91f-5b50e8701112
lewella,1,1,33,uuid:e071e1ab-909c-4e7e-b91f-5b50e8701112
valorie,3,1,12,uuid:e071e1ab-909c-4e7e-b91f-5b50e8701112
almira,3,1,2,uuid:e071e1ab-909c-4e7e-b91f-5b50e8701112
monte,1,0,35,uuid:e151a67d-2f80-4406-9092-49a6073376ac
read,0,0,14,uuid:e151a67d-2f80-4406-9092-49a6073376ac
rocky,3,0,11,uuid:e151a67d-2f80-4406-9092-49a6073376ac
latoya,2,1,33,uuid:e151a67d-2f80-4406-9092-49a6073376ac
dora,3,1,4,uuid:e151a67d-2f80-4406-9092-49a6073376ac
kassy,0,1,1,uuid:e151a67d-2f80-4406-9092-49a6073376ac
auguste,5,0,3,uuid:e1bc0d6d-a322-4373-8cce-9338e3e5d853
symphony,1,1,50,uuid:e1bc0d6d-a322-4373-8cce-9338e3e5d853
janella,3,1,24,uuid:e1bc0d6d-a322-4373-8cce-9338e3e5d853
jobeth,3,1,22,uuid:e1bc0d6d-a322-4373-8cce-9338e3e5d853
suzy,3,1,18,uuid:e1bc0d6d-a322-4373-8cce-9338e3e5d853
linnet,3,1,15,uuid:e1bc0d6d-a322-4373-8cce-9338e3e5d853
carissa,3,1,11,uuid:e1bc0d6d-a322-4373-8cce-9338e3e5d853
jolene,5,1,0,uuid:e1bc0d6d-a322-4373-8cce-9338e3e5d853
aurèle,5,0,12,uuid:e1d0b841-e156-4f4c-bb27-b2e1853550d5
carlyle,5,0,11,uuid:e1d0b841-e156-4f4c-bb27-b2e1853550d5
elvin,13,0,0,uuid:e1d0b841-e156-4f4c-bb27-b2e1853550d5
lunete,1,1,74,uuid:e1d0b841-e156-4f4c-bb27-b2e1853550d5
ava (1),3,1,44,uuid:e1d0b841-e156-4f4c-bb27-b2e1853550d5
elle,5,1,21,uuid:e1d0b841-e156-4f4c-bb27-b2e1853550d5
kelleigh,5,1,18,uuid:e1d0b841-e156-4f4c-bb27-b2e1853550d5
marjorie,5,1,15,uuid:e1d0b841-e156-4f4c-bb27-b2e1853550d5
selwyn,1,0,48,uuid:e43f1b34-e47b-44f7-aac1-4cfcba6b1a99
zeke,3,0,15,uuid:e43f1b34-e47b-44f7-aac1-4cfcba6b1a99
emeline,2,1,34,uuid:e43f1b34-e47b-44f7-aac1-4cfcba6b1a99
shelley,3,1,13,uuid:e43f1b34-e47b-44f7-aac1-4cfcba6b1a99
kate,3,1,10,uuid:e43f1b34-e47b-44f7-aac1-4cfcba6b1a99
katee,3,1,7,uuid:e43f1b34-e47b-44f7-aac1-4cfcba6b1a99
lorna,3,1,2,uuid:e43f1b34-e47b-44f7-aac1-4cfcba6b1a99
aim_,1,0,43,uuid:e4641773-ea82-4f34-997c-d43a8bec53dc
ananias,3,0,13,uuid:e4641773-ea82-4f34-997c-d43a8bec53dc
august (2),3,0,11,uuid:e4641773-ea82-4f34-997c-d43a8bec53dc
rexanne,2,1,42,uuid:e4641773-ea82-4f34-997c-d43a8bec53dc
rowina,3,1,17,uuid:e4641773-ea82-4f34-997c-d43a8bec53dc
beth,5,1,0,uuid:e4641773-ea82-4f34-997c-d43a8bec53dc
baruch,1,0,37,uuid:e4af85cb-8263-4e42-9bd4-05e5f298bfc8
billy,3,0,1,uuid:e4af85cb-8263-4e42-9bd4-05e5f298bfc8
elizabeth,2,1,36,uuid:e4af85cb-8263-4e42-9bd4-05e5f298bfc8
haylee,3,1,15,uuid:e4af85cb-8263-4e42-9bd4-05e5f298bfc8
laurine,3,1,13,uuid:e4af85cb-8263-4e42-9bd4-05e5f298bfc8
tamra,3,1,12,uuid:e4af85cb-8263-4e42-9bd4-05e5f298bfc8
lizzie,3,1,3,uuid:e4af85cb-8263-4e42-9bd4-05e5f298bfc8
shari,1,1,58,uuid:e4bc511e-4adf-47ca-8092-aebc6b2c07a3
lagina,5,1,2,uuid:e4bc511e-4adf-47ca-8092-aebc6b2c07a3
cainan,5,0,11,uuid:e54870ed-4440-4385-84bd-9d4d36532a5e
adelle,1,1,57,uuid:e54870ed-4440-4385-84bd-9d4d36532a5e
odetta,3,1,32,uuid:e54870ed-4440-4385-84bd-9d4d36532a5e
myrtle,3,1,19,uuid:e54870ed-4440-4385-84bd-9d4d36532a5e
_dith,5,1,3,uuid:e54870ed-4440-4385-84bd-9d4d36532a5e
carlisle,5,0,0,uuid:e59729aa-280b-466f-8edd-addefdad7a34
marise,1,1,54,uuid:e59729aa-280b-466f-8edd-addefdad7a34
ashlyn,3,1,20,uuid:e59729aa-280b-466f-8edd-addefdad7a34
chandler,5,0,8,uuid:e664df6a-3fa3-496d-930b-0b0a1329ceac
charlton,5,0,6,uuid:e664df6a-3fa3-496d-930b-0b0a1329ceac
chip,5,0,0,uuid:e664df6a-3fa3-496d-930b-0b0a1329ceac
phillida,1,1,66,uuid:e664df6a-3fa3-496d-930b-0b0a1329ceac
s_v_rine,3,1,27,uuid:e664df6a-3fa3-496d-930b-0b0a1329ceac
kaelea,5,1,12,uuid:e664df6a-3fa3-496d-930b-0b0a1329ceac
ashlynn,5,1,3,uuid:e664df6a-3fa3-496d-930b-0b0a1329ceac
kwasi,5,0,2,uuid:e6f18dd7-058d-49de-9501-266ea1bce525
lorraine,1,1,57,uuid:e6f18dd7-058d-49de-9501-266ea1bce525
valary,5,1,15,uuid:e6f18dd7-058d-49de-9501-266ea1bce525
larry,3,0,0,uuid:e854b69c-ba76-4b63-a809-5ed27d6f3f3e
dotty,1,1,37,uuid:e854b69c-ba76-4b63-a809-5ed27d6f3f3e
jinny,3,1,9,uuid:e854b69c-ba76-4b63-a809-5ed27d6f3f3e
rian,1,0,35,uuid:e97f0511-7a5c-4e35-93ac-927990a523f6
sefton,3,0,13,uuid:e97f0511-7a5c-4e35-93ac-927990a523f6
shem,3,0,10,uuid:e97f0511-7a5c-4e35-93ac-927990a523f6
arron,3,0,7,uuid:e97f0511-7a5c-4e35-93ac-927990a523f6
art,3,0,1,uuid:e97f0511-7a5c-4e35-93ac-927990a523f6
madeleine,2,1,36,uuid:e97f0511-7a5c-4e35-93ac-927990a523f6
mina,3,1,15,uuid:e97f0511-7a5c-4e35-93ac-927990a523f6
buster,5,0,6,uuid:e9a0a8f0-f831-45aa-99e6-9db67d550fdc
agnes,1,1,60,uuid:e9a0a8f0-f831-45aa-99e6-9db67d550fdc
janette,3,1,27,uuid:e9a0a8f0-f831-45aa-99e6-9db67d550fdc
ciel,5,1,2,uuid:e9a0a8f0-f831-45aa-99e6-9db67d550fdc
deonne,1,0,30,uuid:e9c850de-6065-405c-afec-564bfd942d78
derick,3,0,7,uuid:e9c850de-6065-405c-afec-564bfd942d78
ryanne,2,1,29,uuid:e9c850de-6065-405c-afec-564bfd942d78
agnès,3,1,7,uuid:e9c850de-6065-405c-afec-564bfd942d78
candi,3,1,3,uuid:e9c850de-6065-405c-afec-564bfd942d78
driscoll,1,0,44,uuid:e9f60169-e159-4f99-a2b1-b46782ff97bb
evrard,3,0,19,uuid:e9f60169-e159-4f99-a2b1-b46782ff97bb
gaspard,3,0,0,uuid:e9f60169-e159-4f99-a2b1-b46782ff97bb
jacinth,2,1,44,uuid:e9f60169-e159-4f99-a2b1-b46782ff97bb
keitha,3,1,13,uuid:e9f60169-e159-4f99-a2b1-b46782ff97bb
alexis (2),3,1,6,uuid:e9f60169-e159-4f99-a2b1-b46782ff97bb
jourdain,1,0,44,uuid:ea55d372-bea2-49a6-a108-f08d2ddd3b1d
keith,3,0,18,uuid:ea55d372-bea2-49a6-a108-f08d2ddd3b1d
kristopher,3,0,13,uuid:ea55d372-bea2-49a6-a108-f08d2ddd3b1d
evette,2,1,38,uuid:ea55d372-bea2-49a6-a108-f08d2ddd3b1d
josèphe,3,1,15,uuid:ea55d372-bea2-49a6-a108-f08d2ddd3b1d
_lise,3,1,8,uuid:ea55d372-bea2-49a6-a108-f08d2ddd3b1d
hyacintha,3,1,3,uuid:ea55d372-bea2-49a6-a108-f08d2ddd3b1d
myles,5,0,2,uuid:ea8c7071-d52b-4e7d-9a11-456a6e511496
bindy,1,1,69,uuid:ea8c7071-d52b-4e7d-9a11-456a6e511496
jonie,3,1,28,uuid:ea8c7071-d52b-4e7d-9a11-456a6e511496
gretta,5,1,4,uuid:ea8c7071-d52b-4e7d-9a11-456a6e511496
syd,1,0,66,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
vinnie,3,0,25,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
waldo,3,0,22,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
ida,2,1,58,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
laurencia,3,1,26,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
pauleen,3,1,21,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
raine,3,1,14,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
yewande,3,1,11,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
jacquelyn,5,1,0,uuid:eaaac2ed-d58c-4fc2-aac7-de0b1670b222
eustache,1,0,24,uuid:ead97cc1-7b0a-4b02-b4e4-1e352ac8d0c1
huldah,2,1,21,uuid:ead97cc1-7b0a-4b02-b4e4-1e352ac8d0c1
coline,3,1,1,uuid:ead97cc1-7b0a-4b02-b4e4-1e352ac8d0c1
folami,1,0,42,uuid:eb08168d-2f94-4c3c-9cef-7eb14e4d5d5b
holden,3,0,14,uuid:eb08168d-2f94-4c3c-9cef-7eb14e4d5d5b
humphrey,3,0,10,uuid:eb08168d-2f94-4c3c-9cef-7eb14e4d5d5b
katherine,2,1,40,uuid:eb08168d-2f94-4c3c-9cef-7eb14e4d5d5b
tanzi,3,1,18,uuid:eb08168d-2f94-4c3c-9cef-7eb14e4d5d5b
scarlett,3,1,5,uuid:eb08168d-2f94-4c3c-9cef-7eb14e4d5d5b
roseanne,3,1,1,uuid:eb08168d-2f94-4c3c-9cef-7eb14e4d5d5b
joel,8,0,18,uuid:eb3840fb-bc80-44b3-bf89-3816fa5ee12c
maxwell,3,0,3,uuid:eb3840fb-bc80-44b3-bf89-3816fa5ee12c
arabella,1,1,31,uuid:eb3840fb-bc80-44b3-bf89-3816fa5ee12c
shayla,3,1,6,uuid:eb3840fb-bc80-44b3-bf89-3816fa5ee12c
gary,1,0,41,uuid:ecaf68fc-a012-4620-ac5c-e87cbc0c2680
gwandoya,3,0,6,uuid:ecaf68fc-a012-4620-ac5c-e87cbc0c2680
sophy,2,1,29,uuid:ecaf68fc-a012-4620-ac5c-e87cbc0c2680
charissa,3,1,0,uuid:ecaf68fc-a012-4620-ac5c-e87cbc0c2680
jake,1,0,32,uuid:ecf863ee-8cf0-475c-8e98-e7b009562ab2
matilda,2,1,32,uuid:ecf863ee-8cf0-475c-8e98-e7b009562ab2
bernetta,3,1,8,uuid:ecf863ee-8cf0-475c-8e98-e7b009562ab2
keisha,3,1,4,uuid:ecf863ee-8cf0-475c-8e98-e7b009562ab2
esm_e,3,1,0,uuid:ecf863ee-8cf0-475c-8e98-e7b009562ab2
jasper,3,0,40,uuid:eda6dff8-6e0c-42e9-a607-5b70754b70dc
j_rÈme,5,0,0,uuid:eda6dff8-6e0c-42e9-a607-5b70754b70dc
melissa,1,1,85,uuid:eda6dff8-6e0c-42e9-a607-5b70754b70dc
valentine (2),3,1,31,uuid:eda6dff8-6e0c-42e9-a607-5b70754b70dc
janine,5,1,4,uuid:eda6dff8-6e0c-42e9-a607-5b70754b70dc
kenelm,3,0,7,uuid:edc3b9bc-d97d-4334-bc50-d150f1e3039b
v_ronique,1,1,45,uuid:edc3b9bc-d97d-4334-bc50-d150f1e3039b
ghislaine,3,1,4,uuid:edc3b9bc-d97d-4334-bc50-d150f1e3039b
perry,1,0,34,uuid:ee5071ad-a6e5-4b08-b7f7-14d82af9adbb
teman,3,0,13,uuid:ee5071ad-a6e5-4b08-b7f7-14d82af9adbb
adrianna,2,1,34,uuid:ee5071ad-a6e5-4b08-b7f7-14d82af9adbb
nelda,3,1,12,uuid:ee5071ad-a6e5-4b08-b7f7-14d82af9adbb
esta,3,1,8,uuid:ee5071ad-a6e5-4b08-b7f7-14d82af9adbb
teal,3,1,4,uuid:ee5071ad-a6e5-4b08-b7f7-14d82af9adbb
angeline,3,1,0,uuid:ee5071ad-a6e5-4b08-b7f7-14d82af9adbb
franck,3,0,6,uuid:f08655f9-84ab-4bc7-9fdd-56a8ae40ad76
franklin,13,0,13,uuid:f08655f9-84ab-4bc7-9fdd-56a8ae40ad76
jenna,1,1,35,uuid:f08655f9-84ab-4bc7-9fdd-56a8ae40ad76
aletha,7,1,70,uuid:f08655f9-84ab-4bc7-9fdd-56a8ae40ad76
esi,3,1,13,uuid:f08655f9-84ab-4bc7-9fdd-56a8ae40ad76
tryphena,3,1,2,uuid:f08655f9-84ab-4bc7-9fdd-56a8ae40ad76
lana,1,1,38,uuid:f0b21bf7-dd2e-49bb-b18c-cb19018e8e37
clare,3,1,8,uuid:f0b21bf7-dd2e-49bb-b18c-cb19018e8e37
katelynn,3,1,3,uuid:f0b21bf7-dd2e-49bb-b18c-cb19018e8e37
derek,1,0,32,uuid:f1647854-66a9-4959-a69f-9f14cb975eb3
ezra,0,0,14,uuid:f1647854-66a9-4959-a69f-9f14cb975eb3
garret,3,0,1,uuid:f1647854-66a9-4959-a69f-9f14cb975eb3
isolda,2,1,36,uuid:f1647854-66a9-4959-a69f-9f14cb975eb3
summer,0,1,15,uuid:f1647854-66a9-4959-a69f-9f14cb975eb3
wendy,3,1,3,uuid:f1647854-66a9-4959-a69f-9f14cb975eb3
nekoda,3,0,28,uuid:f1d5b18d-466c-4c38-b465-318bac7bda56
orval,5,0,11,uuid:f1d5b18d-466c-4c38-b465-318bac7bda56
ivory,1,1,61,uuid:f1d5b18d-466c-4c38-b465-318bac7bda56
ginette,3,1,26,uuid:f1d5b18d-466c-4c38-b465-318bac7bda56
githa,5,1,1,uuid:f1d5b18d-466c-4c38-b465-318bac7bda56
val_rie,1,1,46,uuid:f1e372c1-47cd-4112-a9bc-438d974cc567
genette,3,1,26,uuid:f1e372c1-47cd-4112-a9bc-438d974cc567
ellen,3,1,24,uuid:f1e372c1-47cd-4112-a9bc-438d974cc567
katlyn,3,1,20,uuid:f1e372c1-47cd-4112-a9bc-438d974cc567
diane,3,1,8,uuid:f1e372c1-47cd-4112-a9bc-438d974cc567
jessamyn,5,1,1,uuid:f1e372c1-47cd-4112-a9bc-438d974cc567
patrice,3,0,8,uuid:f1e9c308-8fc9-45e5-8af5-daba9a15bf43
melva,1,1,38,uuid:f1e9c308-8fc9-45e5-8af5-daba9a15bf43
rochelle,3,1,1,uuid:f1e9c308-8fc9-45e5-8af5-daba9a15bf43
tristen,1,0,75,uuid:f2391c98-9555-402a-bb71-6178ef805ca0
yochanan,5,0,15,uuid:f2391c98-9555-402a-bb71-6178ef805ca0
abaddon,5,0,3,uuid:f2391c98-9555-402a-bb71-6178ef805ca0
hennie,2,1,66,uuid:f2391c98-9555-402a-bb71-6178ef805ca0
isabella,3,1,29,uuid:f2391c98-9555-402a-bb71-6178ef805ca0
jillie,1,1,58,uuid:f3162f59-1294-4516-b3f4-2ce51f414610
nicola (2),3,1,28,uuid:f3162f59-1294-4516-b3f4-2ce51f414610
vivienne,3,1,25,uuid:f3162f59-1294-4516-b3f4-2ce51f414610
sylvianne,3,1,22,uuid:f3162f59-1294-4516-b3f4-2ce51f414610
kerenza,5,1,6,uuid:f3162f59-1294-4516-b3f4-2ce51f414610
clemency,5,1,4,uuid:f3162f59-1294-4516-b3f4-2ce51f414610
wren,5,1,1,uuid:f3162f59-1294-4516-b3f4-2ce51f414610
howie,3,0,16,uuid:f3d3f2cf-6929-4864-a7df-dabc9df8aa1b
olivie,1,1,37,uuid:f3d3f2cf-6929-4864-a7df-dabc9df8aa1b
sissie,3,1,18,uuid:f3d3f2cf-6929-4864-a7df-dabc9df8aa1b
luann,3,1,12,uuid:f3d3f2cf-6929-4864-a7df-dabc9df8aa1b
berry (2),3,1,7,uuid:f3d3f2cf-6929-4864-a7df-dabc9df8aa1b
pris,3,1,7,uuid:f3d3f2cf-6929-4864-a7df-dabc9df8aa1b
sharla,3,1,1,uuid:f3d3f2cf-6929-4864-a7df-dabc9df8aa1b
kato,1,0,34,uuid:f3ee6346-d393-4fd3-939f-4c4ee4527b34
virgee,2,1,22,uuid:f3ee6346-d393-4fd3-939f-4c4ee4527b34
gervaise (2),7,1,5,uuid:f3ee6346-d393-4fd3-939f-4c4ee4527b34
